Species1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Range.Size
Ninox connivens,33.8,11.9,18.5,49.2,298.6,107.0,577.99,Forest,2,1.0,Carnivore,Vertivore,Insessorial,2759461.25
Ninox forbesi,26.1,8.4,13.1,25.7,193.6,56.1,210.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4268.15
Ninox granti,27.0,9.5,14.6,34.7,174.9,48.0,200.81,Forest,1,1.0,Carnivore,Invertivore,Insessorial,5477.09
Ninox hantu,25.9,8.4,12.5,29.1,193.1,57.9,210.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,8411.24
Ninox hypogramma,29.2,9.8,14.8,36.4,220.0,71.0,210.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,20104.79
Ninox ios,23.4,6.9,11.2,27.9,188.5,43.9,86.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3684.39
Ninox jacquinoti,27.9,10.1,14.9,40.1,188.0,42.1,200.81,Forest,1,1.0,Carnivore,Invertivore,Insessorial,17230.73
Ninox japonica,21.2,5.8,9.7,27.0,214.5,87.0,225.0,Forest,1,3.0,Carnivore,Invertivore,Insessorial,4144348.68
Ninox leucopsis,24.5,7.5,13.2,36.3,206.6,66.1,190.0,Forest,1,2.0,Carnivore,Invertivore,Insessorial,68056.97
Ninox leventisi,21.3,6.2,11.4,30.7,163.8,44.8,127.89,Forest,1,1.0,Carnivore,Omnivore,Insessorial,252.94
Ninox malaitae,24.7,9.5,13.6,30.3,157.0,41.5,200.81,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4355.47
Ninox meeki,27.1,10.6,16.0,43.2,236.0,69.6,265.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1830.14
Ninox mindorensis,20.9,6.3,10.5,27.2,159.8,46.1,113.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,9854.29
Ninox natalis,25.8,8.1,12.8,39.2,189.8,49.8,184.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,137.18
Ninox novaeseelandiae,22.8,7.8,12.3,32.5,194.2,64.2,183.37,Forest,1,2.0,Carnivore,Invertivore,Insessorial,269367.33
Ninox obscura,23.5,8.8,12.8,28.8,212.5,78.8,191.0,Forest,1,3.0,Carnivore,Invertivore,Insessorial,5202.99
Ninox ochracea,23.4,6.9,11.2,27.9,188.5,43.9,99.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,94118.1
Ninox odiosa,25.1,9.8,14.9,32.1,182.0,43.1,209.0,Forest,1,2.0,Carnivore,Omnivore,Insessorial,33162.44
Ninox philippensis,21.3,6.2,11.4,30.7,163.8,44.8,127.89,Forest,1,1.0,Carnivore,Omnivore,Insessorial,160922.43
Ninox punctulata,24.8,11.0,15.1,37.5,159.0,41.5,151.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,152203.91
Ninox randi,26.4,7.7,13.5,29.8,226.0,82.9,202.0,Forest,1,3.0,Carnivore,Invertivore,Insessorial,226955.05
Ninox reyi,24.5,5.0,12.8,35.8,184.4,43.7,127.89,Forest,1,1.0,Carnivore,Omnivore,Insessorial,1788.15
Ninox roseoaxillaris,25.5,9.6,14.3,28.0,148.2,37.6,200.81,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3331.79
Ninox rudolfi,28.1,8.1,14.9,43.2,233.0,65.5,222.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,10704.53
Ninox rufa,38.5,13.8,22.2,47.2,327.2,91.8,931.67,Forest,1,2.0,Carnivore,Vertivore,Insessorial,824417.84
Ninox rumseyi,21.3,6.2,11.4,30.7,163.8,44.8,127.89,Forest,1,1.0,Carnivore,Omnivore,Insessorial,4442.79
Ninox scutulata,28.2,7.2,12.2,22.0,181.5,53.1,191.0,Forest,1,3.0,Carnivore,Invertivore,Insessorial,5210706.2
Ninox spilocephala,24.5,8.6,12.2,27.5,177.5,55.0,137.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,96776.28
Ninox spilonotus,25.4,6.2,11.4,30.7,189.4,44.8,178.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,1145.01
Ninox squamipila,28.1,9.3,14.1,35.1,212.0,64.0,210.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,18242.6
Ninox strenua,48.0,15.9,26.1,57.5,400.8,116.8,1345.97,Forest,2,2.0,Carnivore,Vertivore,Insessorial,573814.15
Ninox sumbaensis,23.4,6.9,11.2,27.9,188.5,43.9,90.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2933.17
Ninox theomacha,21.8,7.8,12.0,33.5,178.8,49.6,125.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,596413.95
Ninox variegata,26.8,8.8,14.4,39.2,208.0,57.6,179.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,7756.1
Otus alfredi,20.5,6.7,9.4,23.9,152.1,45.8,67.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,498.38
Otus alius,21.9,5.1,10.0,22.9,135.0,40.9,95.0,Forest,2,1.0,Carnivore,,Insessorial,998.3
Otus angelinae,24.3,7.1,12.9,31.7,163.8,41.5,82.2,Forest,1,1.0,Carnivore,Invertivore,Insessorial,16745.86
Otus bakkamoena,20.5,6.2,10.9,30.5,146.2,40.2,138.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2947848.96
Otus balli,19.8,5.5,9.8,25.0,137.3,36.3,67.5,Forest,2,1.0,Carnivore,Invertivore,Insessorial,5825.33
Otus beccarii,18.8,5.2,10.1,27.2,151.8,48.8,114.0,Forest,1,1.0,Carnivore,,Insessorial,2524.27
Otus brookii,24.3,7.1,12.9,31.7,163.8,41.5,139.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,38843.48
Otus brucei,17.2,5.1,9.0,31.3,159.0,53.0,84.35,Woodland,2,2.0,Carnivore,Invertivore,Insessorial,1459194.93
Otus capnodes,22.4,8.9,12.4,33.5,163.0,39.1,119.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,271.7
Otus collari,19.6,5.9,9.6,21.3,156.2,31.4,81.91,Forest,1,1.0,Carnivore,Invertivore,Insessorial,556.53
Otus cyprius,17.4,4.8,8.6,26.6,147.2,51.0,92.0,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,9272.41
Otus elegans,20.3,6.2,11.0,28.0,169.0,58.7,124.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4014.39
Otus enganensis,24.1,6.0,10.9,27.2,157.4,48.5,104.88,,1,1.0,Carnivore,Invertivore,Insessorial,400.8
Otus everetti,25.4,6.5,11.6,33.6,164.0,36.5,125.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,119572.02
Otus feae,17.6,6.9,9.8,25.7,128.5,30.8,67.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,14.7
Otus fuliginosus,22.4,7.3,11.8,27.2,140.9,32.3,92.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,8606.99
Otus gurneyi,34.1,10.1,18.8,47.1,240.4,49.4,370.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,108097.9
Otus hartlaubi,19.8,5.1,10.7,29.1,153.4,40.5,79.0,Forest,1,1.0,Carnivore,,Insessorial,388.97
Otus icterorhynchus,18.6,5.1,9.4,22.0,128.8,29.2,73.29,Forest,1,1.0,Carnivore,Invertivore,Insessorial,670799.02
Otus insularis,24.3,7.3,13.9,33.8,162.3,48.0,144.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,38.38
Otus ireneae,14.0,4.5,7.3,22.1,113.3,22.9,50.3,Forest,1,1.0,Carnivore,Invertivore,Insessorial,634.79
Otus jolandae,21.0,7.8,10.1,29.3,150.0,43.2,165.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2121.08
Otus lempiji,25.3,6.9,11.4,27.4,144.7,33.1,115.0,Forest,2,1.0,Carnivore,Invertivore,Insessorial,1486775.34
Otus lettia,21.2,6.6,10.6,33.8,155.8,39.8,139.0,Forest,2,1.0,Carnivore,Invertivore,Insessorial,4204562.9
Otus longicornis,19.1,4.8,11.4,30.2,143.0,44.0,82.87,Forest,1,1.0,Carnivore,Invertivore,Insessorial,19826.2
Otus magicus,21.8,7.0,11.8,34.4,160.0,48.5,165.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,84167.62
Otus manadensis,18.8,5.2,10.1,27.2,151.8,48.8,88.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,178034.37
Otus mantananensis,21.7,6.4,10.8,33.1,156.5,45.1,106.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1849.02
Otus mayottensis,24.6,6.6,12.3,32.8,166.7,47.0,101.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,370.97
Otus megalotis,24.6,8.4,13.5,40.5,179.2,38.9,178.4,Forest,1,1.0,Carnivore,Invertivore,Insessorial,106380.23
Otus mendeni,18.8,5.2,10.1,27.2,151.8,48.8,88.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2349.32
Otus mentawi,22.3,7.6,11.3,31.7,160.0,44.7,104.9,Forest,1,1.0,Carnivore,Invertivore,Insessorial,6119.87
Otus mindorensis,17.1,6.0,10.3,24.9,131.0,34.8,106.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,959.24
Otus mirus,19.1,4.8,11.4,30.2,143.0,44.0,61.32,Forest,1,1.0,Carnivore,,Insessorial,1658.12
Otus moheliensis,24.1,6.2,11.0,40.9,166.0,46.3,104.97,Forest,1,1.0,Carnivore,Invertivore,Insessorial,207.24
Otus nigrorum,21.0,6.6,11.5,34.2,143.8,34.3,99.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,24351.81
Otus pamelae,19.1,6.0,9.1,28.0,123.2,33.2,66.5,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,203556.86
Otus pauliani,29.4,6.0,10.3,24.8,137.0,32.3,69.49,Forest,1,1.0,Carnivore,Invertivore,Insessorial,174.34
Otus pembaensis,20.8,6.0,11.3,26.8,144.8,42.2,67.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,970.44
Otus rufescens,25.3,6.5,10.6,21.8,124.2,30.4,76.54,Forest,1,1.0,Carnivore,Invertivore,Insessorial,887256.44
Otus rutilus,19.8,5.1,10.7,29.1,153.4,40.5,101.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,590836.08
Otus sagittatus,23.2,7.6,12.0,32.2,178.0,45.8,122.64,Forest,1,1.0,Carnivore,Invertivore,Insessorial,148393.3
Otus scops,17.4,4.8,8.6,26.6,147.2,51.0,92.0,Woodland,2,3.0,Carnivore,Invertivore,Insessorial,8778464.51
Otus semitorques,22.3,6.9,12.1,37.2,178.4,56.2,121.53,Forest,1,2.0,Carnivore,Invertivore,Insessorial,1982105.07
Otus senegalensis,17.7,5.1,9.2,24.3,132.0,34.8,67.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,13485667.89
Otus siaoensis,18.8,5.2,10.1,27.2,151.8,48.8,165.0,Forest,1,1.0,Carnivore,,Insessorial,115.19
Otus silvicola,29.9,10.6,12.9,37.8,216.0,49.7,212.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,28274.7
Otus socotranus,19.2,5.8,10.1,25.4,126.5,31.8,67.0,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,3622.4
Otus spilocephalus,17.9,5.1,9.2,28.4,140.4,35.8,67.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3350281.15
Otus sulaensis,22.7,5.2,10.1,27.2,157.5,48.8,88.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,4678.07
Otus sunia,18.4,5.8,8.8,23.9,142.5,42.8,78.09,Forest,1,1.0,Carnivore,Invertivore,Insessorial,7325311.2
Otus tempestatis,20.8,7.0,11.8,34.4,146.4,48.5,165.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2638.17
Otus thilohoffmanni,18.7,5.4,10.9,24.6,124.7,34.8,76.5,Forest,1,1.0,Carnivore,Invertivore,Insessorial,237.13
Otus umbra,21.9,5.1,10.0,22.9,135.0,40.9,95.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1552.39
Pseudoscops grammicus,30.4,10.1,15.5,40.6,211.6,52.7,335.0,Forest,2,1.0,Carnivore,Invertivore,Insessorial,11021.79
Psiloscops flammeolus,16.3,6.0,9.1,21.7,133.0,41.0,59.9,Forest,1,3.0,Carnivore,Invertivore,Insessorial,1041707.57
Ptilopsis granti,26.3,8.1,12.7,36.4,202.0,62.3,214.42,Woodland,3,1.0,Carnivore,Invertivore,Insessorial,7822704.31
Ptilopsis leucotis,24.6,8.4,13.0,35.7,185.8,51.5,204.0,Woodland,3,1.0,Carnivore,Vertivore,Insessorial,8309644.17
Pulsatrix koeniswaldiana,38.8,9.7,20.5,47.1,316.0,81.3,481.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,651781.62
Pulsatrix melanota,35.0,10.4,16.6,43.5,276.2,82.8,82.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,156909.18
Pulsatrix perspicillata,47.9,12.6,22.5,55.1,339.3,95.1,983.55,Forest,1,1.0,Carnivore,Vertivore,Insessorial,12679502.98
Pyrroglaux podargina,23.0,8.1,12.4,33.1,158.0,32.7,178.4,Forest,1,1.0,Carnivore,Invertivore,Insessorial,437.19
Scotopelia bouvieri,36.9,10.6,16.6,55.8,294.8,58.4,636.99,Wetland,1,1.0,Carnivore,Aquatic predator,Insessorial,3343964.51
Scotopelia peli,53.9,18.1,25.0,70.9,403.2,81.0,1942.75,Wetland,1,1.0,Carnivore,Aquatic predator,Insessorial,4649310.2
Scotopelia ussheri,44.6,14.9,20.0,61.1,324.5,68.3,787.18,Forest,1,1.0,Carnivore,Aquatic predator,Insessorial,358371.0
Strix aluco,30.4,8.2,15.2,46.4,264.8,77.7,472.46,Forest,1,1.0,Carnivore,Vertivore,Insessorial,9594068.11
Strix butleri,27.6,7.9,13.7,54.4,243.0,106.9,219.0,Rock,3,1.0,Carnivore,Vertivore,Insessorial,3653.25
Strix chacoensis,33.5,10.3,17.3,50.8,273.5,72.7,330.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,766166.49
Strix fulvescens,36.2,11.2,18.3,54.0,304.2,93.8,711.5,Forest,1,1.0,Carnivore,Vertivore,Insessorial,116030.37
Strix hadorami,28.5,8.3,13.7,51.4,251.0,85.8,219.0,Rock,3,1.0,Carnivore,Vertivore,Insessorial,196474.04
Strix hylophila,27.7,9.9,15.7,46.2,242.1,53.7,345.38,Forest,1,1.0,Carnivore,Vertivore,Insessorial,711556.62
Strix leptogrammica,42.3,11.4,18.6,40.2,313.0,89.2,970.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,5428569.66
Strix nebulosa,43.7,11.3,19.1,60.0,436.0,139.0,1061.89,Forest,2,1.0,Carnivore,Vertivore,Insessorial,19847527.93
Strix nivicolum,32.7,8.6,15.3,54.0,291.5,94.6,472.46,Forest,1,1.0,Carnivore,Vertivore,Insessorial,4870063.2
Strix occidentalis,36.9,10.6,16.6,57.0,320.0,105.6,586.37,Forest,1,1.0,Carnivore,Vertivore,Insessorial,1207066.6
Strix ocellata,37.5,11.8,18.8,55.4,323.4,91.8,1011.0,Woodland,2,1.0,Carnivore,Vertivore,Insessorial,2253179.97
Strix rufipes,32.7,9.7,14.8,52.3,258.5,77.8,380.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,639116.13
Strix seloputo,42.1,13.3,20.4,59.3,354.5,109.0,1011.0,Woodland,2,1.0,Carnivore,Vertivore,Insessorial,610935.05
Strix uralensis,38.0,10.7,18.0,50.8,352.8,101.5,780.56,Forest,2,1.0,Carnivore,Vertivore,Insessorial,12224942.84
Strix varia,38.8,11.2,19.6,60.1,341.2,101.0,711.49,Forest,2,1.0,Carnivore,Vertivore,Insessorial,6628563.52
Strix woodfordii,31.6,9.5,15.7,43.4,256.5,72.6,350.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9861983.74
Surnia ulula,23.2,8.8,14.2,27.2,231.4,89.5,319.9,Grassland,3,2.0,Carnivore,Vertivore,Insessorial,21131927.34
Uroglaux dimorpha,27.3,10.0,14.2,35.1,208.5,60.9,220.0,Forest,1,1.0,Carnivore,Omnivore,Insessorial,181237.67
Xenoglaux loweryi,14.6,6.2,9.6,20.1,103.5,29.8,48.0,Forest,1,1.0,Carnivore,Invertivore,Insessorial,1624.29
Phodilus assimilis,32.4,8.9,13.7,46.6,191.2,39.1,280.24,Forest,2,1.0,Carnivore,Vertivore,Insessorial,75195.76
Phodilus badius,35.2,9.8,14.3,36.2,190.8,37.4,280.24,Forest,2,1.0,Carnivore,Vertivore,Insessorial,3479052.56
Phodilus prigoginei,27.8,6.7,12.9,36.2,190.0,29.6,195.0,Forest,2,1.0,Carnivore,Vertivore,Insessorial,4661.83
Tyto alba,32.0,8.5,13.1,59.6,280.2,111.5,403.32,Human Modified,3,1.0,Carnivore,Vertivore,Insessorial,63140525.19
Tyto almae,29.0,7.3,12.8,53.0,213.0,65.1,540.0,Forest,1,1.0,Carnivore,Vertivore,Generalist,1302.34
Tyto aurantia,37.4,9.8,16.4,59.0,225.5,65.2,540.0,Forest,1,1.0,Carnivore,Vertivore,Generalist,35138.49
Tyto capensis,36.0,7.9,13.5,76.0,299.5,129.2,364.74,Grassland,3,2.0,Carnivore,Vertivore,Generalist,2692718.84
Tyto glaucops,34.2,9.2,15.3,61.7,251.7,86.2,397.5,Shrubland,2,2.0,Carnivore,Vertivore,Generalist,75807.64
Tyto inexspectata,38.8,11.1,18.2,56.3,250.2,59.4,540.0,Forest,1,1.0,Carnivore,Vertivore,Generalist,47061.5
Tyto longimembris,36.1,9.6,13.3,84.1,312.5,147.0,423.5,Grassland,3,1.0,Carnivore,Vertivore,Aerial,4271719.31
Tyto multipunctata,37.6,11.7,18.2,56.0,235.0,23.1,660.6,Forest,1,1.0,Carnivore,Vertivore,Generalist,55267.62
Tyto nigrobrunnea,41.0,11.6,17.1,65.0,278.0,92.0,631.9,Forest,1,1.0,Carnivore,Vertivore,Generalist,2875.25
Tyto novaehollandiae,37.2,9.6,16.4,65.0,298.0,120.3,631.85,Forest,2,1.0,Carnivore,Vertivore,Insessorial,3177413.8
Tyto rosenbergii,38.9,11.4,17.6,67.3,310.2,117.5,364.7,Woodland,2,1.0,Carnivore,Vertivore,Generalist,154411.79
Tyto soumagnei,31.7,7.0,12.2,55.0,210.2,58.7,284.0,Forest,1,1.0,Carnivore,Vertivore,Generalist,60630.31
Tyto tenebricosa,41.5,12.4,18.9,75.3,275.4,76.4,660.6,Forest,1,1.0,Carnivore,Vertivore,Generalist,1125489.71
Apteryx australis,126.4,4.7,5.8,67.0,0.1,0.1,2320.51,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,11012.06
Apteryx haastii,139.1,4.9,5.6,74.9,0.1,0.1,2022.68,Forest,2,1.0,Carnivore,Invertivore,Terrestrial,8561.32
Apteryx mantelli,140.6,4.3,4.5,64.0,0.1,0.1,2320.51,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,37689.64
Apteryx owenii,85.3,3.3,3.6,59.6,0.1,0.1,1238.29,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,35.17
Apteryx rowi,157.0,4.7,5.3,84.0,0.1,0.1,1924.0,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,239.4
Casuarius bennetti,73.8,10.8,16.1,260.0,216.8,0.2,34999.99,Forest,1,1.0,Herbivore,Frugivore,Terrestrial,396486.38
Casuarius casuarius,104.8,14.3,20.6,287.2,300.8,0.2,44000.0,Forest,1,1.0,Herbivore,Frugivore,Terrestrial,379633.34
Casuarius unappendiculatus,88.1,14.3,23.2,303.4,264.5,0.2,46073.85,Forest,1,1.0,Herbivore,Frugivore,Terrestrial,185350.58
Dromaius novaehollandiae,81.5,32.2,17.7,382.8,124.5,0.1,34093.25,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,4231350.45
Rhea americana,86.5,27.2,17.2,308.0,604.5,0.3,23000.0,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,6537549.66
Rhea pennata,68.6,24.7,16.3,292.5,629.5,0.4,23900.0,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,660510.26
Rhea tarapacensis,75.6,25.1,14.6,296.0,607.0,0.4,23900.0,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,424810.53
Struthio camelus,90.5,47.3,23.4,481.2,579.0,0.3,111000.0,Shrubland,3,1.0,Herbivore,Omnivore,Terrestrial,8595319.06
Struthio molybdophanes,89.2,46.7,23.6,466.7,510.5,0.3,111000.0,Shrubland,3,1.0,Herbivore,Omnivore,Terrestrial,1079016.7
Crypturellus atrocapillus,32.3,5.4,5.0,52.6,165.7,36.1,453.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,120601.77
Crypturellus bartletti,25.0,4.7,4.7,40.7,135.6,36.1,241.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,1611496.6
Crypturellus berlepschi,27.9,5.3,6.5,53.4,164.6,38.1,516.83,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,59534.34
Crypturellus boucardi,28.9,5.2,4.8,50.0,165.0,41.4,435.62,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,334426.96
Crypturellus brevirostris,24.5,4.9,5.0,43.9,138.6,26.1,221.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,833118.74
Crypturellus casiquiare,25.0,4.3,4.4,43.8,135.2,31.6,250.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,86537.96
Crypturellus cinereus,31.0,5.2,5.4,49.8,162.4,30.1,506.63,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,5924779.18
Crypturellus cinnamomeus,26.6,5.3,4.9,45.2,156.7,35.6,422.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,661411.76
Crypturellus duidae,31.2,5.4,5.6,48.9,162.9,45.5,426.0,Shrubland,1,1.0,Herbivore,Omnivore,Terrestrial,131826.56
Crypturellus erythropus,29.0,4.9,4.4,47.0,158.2,48.1,485.0,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,1242529.51
Crypturellus kerriae,31.2,5.1,4.8,49.6,154.1,33.6,443.4,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,6147.23
Crypturellus noctivagus,32.9,6.1,5.3,53.9,182.2,43.9,561.99,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,1469564.58
Crypturellus obsoletus,30.9,5.4,4.5,45.9,160.0,35.8,443.4,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,1841826.27
Crypturellus occidentalis,28.9,5.7,5.3,43.2,166.0,40.1,422.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,49818.85
Crypturellus parvirostris,19.3,4.3,4.2,25.7,111.1,27.0,198.99,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,6659535.62
Crypturellus ptaritepui,29.6,4.6,5.8,51.2,136.0,10.0,443.4,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,403.76
Crypturellus soui,24.2,4.2,3.9,36.4,127.5,32.9,216.16,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,11151222.76
Crypturellus strigulosus,32.3,5.3,5.3,46.4,160.9,30.1,430.58,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,2589981.45
Crypturellus tataupa,24.9,4.8,5.3,32.5,123.3,25.8,218.8,Woodland,2,1.0,Herbivore,Omnivore,Terrestrial,4855861.2
Crypturellus transfasciatus,26.7,5.1,4.8,46.4,150.2,36.5,283.0,Woodland,2,1.0,Herbivore,Omnivore,Terrestrial,41881.22
Crypturellus undulatus,34.0,6.0,5.8,48.0,172.5,35.0,564.42,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,8533511.59
Crypturellus variegatus,33.6,5.3,5.0,41.1,155.4,50.1,378.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,5436849.92
Eudromia elegans,29.1,7.4,7.4,44.0,215.3,74.0,702.9,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,1493624.4
Eudromia formosa,32.5,7.9,8.2,49.5,223.9,48.5,772.93,Woodland,2,1.0,Herbivore,Omnivore,Terrestrial,285672.47
Nothocercus bonapartei,36.5,4.8,5.6,68.8,212.0,31.2,763.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,137927.21
Nothocercus julius,33.0,4.6,6.2,58.8,191.2,31.9,693.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,139147.96
Nothocercus nigrocapillus,35.3,4.6,5.8,63.5,187.0,27.5,540.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,206296.78
Nothoprocta cinerascens,32.8,7.5,7.4,38.8,180.8,49.4,523.89,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,1208917.27
Nothoprocta curvirostris,29.4,5.7,5.9,34.6,160.2,49.0,376.0,Grassland,2,1.0,Herbivore,Omnivore,Terrestrial,52527.78
Nothoprocta ornata,30.9,7.3,7.1,38.3,185.6,48.5,619.27,Grassland,2,1.0,Herbivore,Omnivore,Terrestrial,765344.43
Nothoprocta pentlandii,27.9,5.9,5.9,37.0,148.2,33.5,300.73,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,612683.69
Nothoprocta perdicaria,26.0,5.9,5.5,34.7,161.5,43.8,458.0,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,118590.62
Nothoprocta taczanowskii,43.6,9.7,9.1,48.6,181.0,42.6,619.3,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,17724.05
Nothura boraquira,21.5,5.7,4.7,31.1,133.2,35.4,283.0,Shrubland,2,1.0,Herbivore,Omnivore,Terrestrial,1348296.47
Nothura darwinii,20.4,5.6,4.6,28.9,126.4,43.1,244.58,Grassland,2,1.0,Herbivore,Omnivore,Terrestrial,1098896.66
Nothura maculosa,19.7,5.8,5.2,34.7,124.1,30.9,257.48,Grassland,2,1.0,Herbivore,Omnivore,Terrestrial,5645223.73
Nothura minor,19.4,5.0,4.1,27.0,110.0,28.2,165.8,Grassland,2,1.0,Herbivore,Omnivore,Terrestrial,480730.25
Rhynchotus maculicollis,46.3,9.0,9.0,55.9,212.0,51.7,843.47,Shrubland,3,1.0,Herbivore,Omnivore,Terrestrial,113175.08
Rhynchotus rufescens,41.5,8.8,8.7,56.6,208.8,40.0,843.47,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,5674200.18
Taoniscus nanus,14.8,3.1,3.1,18.4,76.6,16.2,43.0,Grassland,2,1.0,Omnivore,Omnivore,Terrestrial,860857.56
Tinamotis ingoufi,28.6,7.2,6.8,43.6,215.2,77.2,950.0,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,403733.45
Tinamotis pentlandii,31.2,7.4,7.5,47.6,253.4,83.5,650.0,Grassland,3,1.0,Herbivore,Omnivore,Terrestrial,632710.16
Tinamus guttatus,33.1,5.0,5.3,57.6,195.4,50.9,686.18,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,3971186.8
Tinamus major,38.5,5.2,5.9,64.4,241.0,51.3,1026.21,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,7672718.39
Tinamus osgoodi,45.6,7.1,7.9,70.6,232.0,40.5,1285.0,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,28701.74
Tinamus solitarius,37.9,5.8,6.0,73.1,261.5,35.1,1386.41,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,1069608.94
